"veh_value","exposure","clm","numclaims","claimcst0","veh_body","veh_age","gender","area","agecat","X_OBSTAT_"
"6535","1.95","0.1314168378",0,0,"0","SEDAN",1,"F","B",5,"01101    0    0    0"
"6536","3.08","0.0410677618",0,0,"0","HBACK",1,"F","D",3,"01101    0    0    0"
"6537","0.84","0.8678986995",0,0,"0","SEDAN",3,"F","C",3,"01101    0    0    0"
"6538","1.83","0.8131416838",0,0,"0","HBACK",1,"F","B",5,"01101    0    0    0"
"6539","1.428","0.8158795346",1,1,"481.96999931","HBACK",1,"F","A",3,"01101    0    0    0"
"6540","1.56","0.810403833",0,0,"0","SEDAN",1,"F","A",1,"01101    0    0    0"
"6541","3.56","0.8678986995",0,0,"0","STNWG",3,"M","D",2,"01101    0    0    0"
"6542","0.45","0.2628336756",0,0,"0","SEDAN",4,"M","B",5,"01101    0    0    0"
"6543","1.36","0.052019165",0,0,"0","HBACK",2,"F","B",2,"01101    0    0    0"
"6544","1.2","0.9993155373",0,0,"0","HDTOP",4,"M","C",2,"01101    0    0    0"
"6545","1.19","0.7912388775",0,0,"0","HBACK",3,"F","C",3,"01101    0    0    0"
"6546","5.4","0.476386037",0,0,"0","SEDAN",1,"M","D",4,"01101    0    0    0"
"6547","1.37","0.5284052019",0,0,"0","HBACK",1,"M","A",4,"01101    0    0    0"
"6548","1.73","0.9883641342",0,0,"0","HBACK",3,"F","A",3,"01101    0    0    0"
"6549","0.51","0.8158795346",0,0,"0","STNWG",4,"F","C",4,"01101    0    0    0"
"6550","1.79","0.052019165",0,0,"0","HBACK",1,"F","A",3,"01101    0    0    0"
"6551","0.68","0.8158795346",0,0,"0","HBACK",4,"M","C",2,"01101    0    0    0"
"6552","1.8","0.514715948",1,1,"1549.9399986","STNWG",3,"M","C",2,"01101    0    0    0"
"6553","6.18","0.2135523614",0,0,"0","STNWG",2,"F","B",2,"01101    0    0    0"
"6554","0.37","0.5776865161",0,0,"0","SEDAN",4,"F","A",4,"01101    0    0    0"
"6555","2.7","0.4216290212",0,0,"0","STNWG",3,"M","D",3,"01101    0    0    0"
"6556","1.96","0.0355920602",0,0,"0","STNWG",4,"M","A",2,"01101    0    0    0"
"6557","2.83","0.6981519507",0,0,"0","SEDAN",1,"M","B",2,"01101    0    0    0"
"6558","1.57","0.514715948",0,0,"0","HBACK",1,"F","C",3,"01101    0    0    0"
"6559","1.04","0.052019165",0,0,"0","STNWG",3,"M","B",2,"01101    0    0    0"
"6560","3.03","0.205338809",0,0,"0","STNWG",3,"M","D",2,"01101    0    0    0"
"6561","1.41","0.462696783",0,0,"0","HBACK",1,"F","C",1,"01101    0    0    0"
"6562","0.61","0.052019165",0,0,"0","HBACK",4,"M","C",4,"01101    0    0    0"
"6563","2.4","0.205338809",0,0,"0","STNWG",3,"F","F",3,"01101    0    0    0"
"6564","1.92","0.5776865161",0,0,"0","SEDAN",1,"M","A",6,"01101    0    0    0"
"6565","2.38","0.4845995893",0,0,"0","STNWG",3,"F","C",3,"01101    0    0    0"
"6566","1.79","0.052019165",0,0,"0","HBACK",1,"F","C",4,"01101    0    0    0"
"6567","1.5","0.5256673511",0,0,"0","PANVN",3,"M","E",5,"01101    0    0    0"
"6568","1.66","0.5776865161",0,0,"0","HBACK",2,"M","B",2,"01101    0    0    0"
"6569","1.02","0.205338809",0,0,"0","PANVN",4,"M","C",4,"01101    0    0    0"
"6570","1.86","0.1177275838",0,0,"0","SEDAN",1,"F","D",4,"01101    0    0    0"
"6571","5.7","0.5229295003",0,0,"0","STNWG",1,"M","A",1,"01101    0    0    0"
"6572","0.42","0.2929500342",0,0,"0","STNWG",4,"F","A",3,"01101    0    0    0"
"6573","1.49","0.3039014374",0,0,"0","STNWG",4,"F","C",3,"01101    0    0    0"
"6574","0.8","0.9883641342",0,0,"0","UTE",4,"F","B",3,"01101    0    0    0"
"6575","1.22","0.6844626968",1,1,"475.65999985","HBACK",2,"F","C",2,"01101    0    0    0"
"6576","1.39","0.0657084189",0,0,"0","HBACK",1,"M","C",6,"01101    0    0    0"
"6577","4.72","0.5256673511",0,0,"0","HDTOP",1,"M","A",3,"01101    0    0    0"
"6578","2.23","0.5776865161",0,0,"0","STNWG",3,"F","B",3,"01101    0    0    0"
"6579","1.4","0.205338809",0,0,"0","HBACK",2,"F","C",4,"01101    0    0    0"
"6580","1.47","0.8651608487",0,0,"0","SEDAN",3,"F","B",2,"01101    0    0    0"
"6581","0.81","0.4736481862",0,0,"0","HBACK",3,"F","B",3,"01101    0    0    0"
"6582","4","0.6844626968",0,0,"0","STNWG",2,"M","A",4,"01101    0    0    0"
"6583","1.3","0.2135523614",0,0,"0","HDTOP",4,"M","A",2,"01101    0    0    0"
"6584","4.44","0.5776865161",0,0,"0","STNWG",1,"M","F",2,"01101    0    0    0"
"6585","1.94","0.2135523614",0,0,"0","SEDAN",1,"F","F",2,"01101    0    0    0"
"6586","2.099","0.4736481862",0,0,"0","HBACK",1,"F","E",3,"01101    0    0    0"
"6587","0.94","0.1971252567",0,0,"0","SEDAN",3,"F","D",1,"01101    0    0    0"
"6588","1.59","0.0465434634",0,0,"0","HBACK",1,"F","B",1,"01101    0    0    0"
"6589","0.29","0.0054757016",0,0,"0","HBACK",4,"F","D",6,"01101    0    0    0"
"6590","2.2","0.4845995893",0,0,"0","TRUCK",1,"M","C",1,"01101    0    0    0"
"6591","1.85","0.5776865161",0,0,"0","HBACK",3,"F","A",4,"01101    0    0    0"
"6592","0.83","0.9883641342",0,0,"0","SEDAN",4,"M","A",3,"01101    0    0    0"
"6593","1.76","0.2135523614",0,0,"0","UTE",3,"F","D",5,"01101    0    0    0"
"6594","1.29","0.1314168378",0,0,"0","STNWG",3,"M","B",2,"01101    0    0    0"
"6595","1.2","0.8815879535",0,0,"0","SEDAN",3,"M","C",5,"01101    0    0    0"
"6596","0.73","0.8815879535",0,0,"0","SEDAN",4,"F","E",6,"01101    0    0    0"
"6597","1.26","0.8815879535",0,0,"0","HBACK",2,"F","C",6,"01101    0    0    0"
"6598","0.95","0.8815879535",0,0,"0","SEDAN",4,"M","C",6,"01101    0    0    0"
"6599","4.47","0.8815879535",0,0,"0","STNWG",1,"M","B",5,"01101    0    0    0"
"6600","0.38","0.8815879535",0,0,"0","SEDAN",4,"M","D",6,"01101    0    0    0"
"6601","1.18","0.1177275838",0,0,"0","SEDAN",4,"M","A",5,"01101    0    0    0"
"6602","2.85","0.1943874059",0,0,"0","STNWG",1,"F","E",6,"01101    0    0    0"
"6603","1.64","0.8815879535",0,0,"0","SEDAN",2,"M","E",5,"01101    0    0    0"
"6604","0","0.205338809",0,0,"0","MIBUS",4,"F","A",5,"01101    0    0    0"
"6605","1.78","0.8815879535",0,0,"0","SEDAN",2,"M","D",5,"01101    0    0    0"
"6606","0.73","0.8815879535",0,0,"0","SEDAN",4,"F","D",6,"01101    0    0    0"
"6607","1.72","0.8815879535",0,0,"0","SEDAN",2,"F","C",6,"01101    0    0    0"
"6608","1.17","0.8815879535",0,0,"0","HBACK",3,"M","B",6,"01101    0    0    0"
"6609","0.93","0.052019165",0,0,"0","HBACK",2,"F","B",3,"01101    0    0    0"
"6610","1.12","0.8815879535",0,0,"0","STNWG",3,"F","A",6,"01101    0    0    0"
"6611","4.01","0.9336071184",0,0,"0","STNWG",2,"M","D",6,"01101    0    0    0"
"6612","1.18","0.1177275838",0,0,"0","SEDAN",3,"M","B",6,"01101    0    0    0"
"6613","2.15","0.8815879535",0,0,"0","UTE",3,"M","A",5,"01101    0    0    0"
"6614","2.32","0.1177275838",0,0,"0","SEDAN",2,"M","A",5,"01101    0    0    0"
"6615","2.41","0.0054757016",1,1,"16306.819977","TRUCK",3,"M","D",3,"01101    0    0    0"
"6616","1.16","0.8815879535",0,0,"0","SEDAN",3,"F","C",6,"01101    0    0    0"
"6617","1.7","0.205338809",0,0,"0","HBACK",1,"M","C",3,"01101    0    0    0"
"6618","0.39","0.8815879535",0,0,"0","HBACK",4,"M","E",6,"01101    0    0    0"
"6619","1.68","0.1177275838",0,0,"0","MIBUS",4,"M","C",4,"01101    0    0    0"
"6620","1.04","0.8815879535",0,0,"0","SEDAN",3,"M","B",6,"01101    0    0    0"
"6621","0.83","0.8815879535",0,0,"0","STNWG",4,"M","F",3,"01101    0    0    0"
"6622","1.81","0.0684462697",0,0,"0","SEDAN",2,"F","C",5,"01101    0    0    0"
"6623","1.74","0.8815879535",0,0,"0","SEDAN",2,"F","C",6,"01101    0    0    0"
"6624","6.23","0.5585215606",0,0,"0","SEDAN",1,"F","F",3,"01101    0    0    0"
"6625","1.44","0.9993155373",0,0,"0","UTE",4,"M","C",3,"01101    0    0    0"
"6626","1.86","0.1314168378",0,0,"0","HBACK",2,"F","A",3,"01101    0    0    0"
"6627","1.26","0.8815879535",0,0,"0","HBACK",2,"F","D",5,"01101    0    0    0"
"6628","1.12","0.4845995893",0,0,"0","HBACK",3,"F","D",4,"01101    0    0    0"
"6629","1.93","0.8815879535",0,0,"0","STNWG",4,"M","B",6,"01101    0    0    0"
"6630","2.598","0.9993155373",0,0,"0","SEDAN",1,"F","B",2,"01101    0    0    0"
"6631","0.73","0.8815879535",0,0,"0","SEDAN",4,"F","A",5,"01101    0    0    0"
"6632","1.84","0.8815879535",0,0,"0","HBACK",1,"M","B",5,"01101    0    0    0"
"6633","0.51","0.8815879535",0,0,"0","SEDAN",4,"M","B",6,"01101    0    0    0"
"6634","1.21","0.1177275838",0,0,"0","SEDAN",4,"F","C",5,"01101    0    0    0"
"6635","0.82","0.8815879535",0,0,"0","HBACK",4,"F","C",3,"01101    0    0    0"
"6636","1.45","0.8815879535",0,0,"0","SEDAN",3,"M","C",4,"01101    0    0    0"
"6637","1.64","0.2683093771",0,0,"0","SEDAN",2,"F","D",5,"01101    0    0    0"
"6638","1.06","0.1259411362",1,1,"270.26998901","STNWG",3,"F","B",4,"01101    0    0    0"
"6639","1.03","0.5256673511",0,0,"0","HBACK",3,"M","D",4,"01101    0    0    0"
"6640","0.73","0.8815879535",0,0,"0","SEDAN",4,"M","B",4,"01101    0    0    0"
"6641","0.71","0.1916495551",0,0,"0","HBACK",3,"F","D",1,"01101    0    0    0"
"6642","1.8","0.052019165",0,0,"0","STNWG",3,"F","F",5,"01101    0    0    0"
"6643","2.5","0.7638603696",1,1,"200","STNWG",2,"F","A",4,"01101    0    0    0"
"6644","2.11","0.8815879535",0,0,"0","PANVN",3,"M","C",6,"01101    0    0    0"
"6645","1.36","0.8815879535",0,0,"0","HBACK",2,"M","B",1,"01101    0    0    0"
"6646","2.15","0.1177275838",0,0,"0","STNWG",1,"F","D",4,"01101    0    0    0"
"6647","1.44","0.090349076",0,0,"0","HBACK",3,"F","B",4,"01101    0    0    0"
"6648","1.779","0.0109514031",0,0,"0","SEDAN",1,"F","C",1,"01101    0    0    0"
"6649","1.35","0.0219028063",0,0,"0","STNWG",3,"M","A",6,"01101    0    0    0"
"6650","1.79","0.052019165",0,0,"0","STNWG",4,"F","F",4,"01101    0    0    0"
"6651","0.57","0.8815879535",0,0,"0","PANVN",4,"M","B",3,"01101    0    0    0"
"6652","2.19","0.5256673511",0,0,"0","STNWG",4,"M","F",5,"01101    0    0    0"
"6653","1.05","0.8788501027",0,0,"0","HBACK",2,"F","C",3,"01101    0    0    0"
"6654","0.88","0.8815879535",0,0,"0","HBACK",3,"F","A",3,"01101    0    0    0"
"6655","0.88","0.1177275838",0,0,"0","HBACK",3,"F","F",4,"01101    0    0    0"
"6656","0.6","0.8815879535",0,0,"0","SEDAN",4,"F","C",3,"01101    0    0    0"
"6657","2.04","0.4845995893",0,0,"0","SEDAN",1,"F","A",2,"01101    0    0    0"
"6658","1.15","0.8815879535",0,0,"0","STNWG",3,"M","C",4,"01101    0    0    0"
"6659","1.41","0.1177275838",0,0,"0","HBACK",2,"F","C",4,"01101    0    0    0"
"6660","0.76","0.1916495551",0,0,"0","UTE",4,"M","C",2,"01101    0    0    0"
"6661","0.78","0.8815879535",0,0,"0","STNWG",4,"M","C",5,"01101    0    0    0"
"6662","0.93","0.8815879535",0,0,"0","SEDAN",3,"M","B",3,"01101    0    0    0"
"6663","1.3","0.8815879535",0,0,"0","SEDAN",3,"F","B",5,"01101    0    0    0"
"6664","1.5","0.5174537988",0,0,"0","STNWG",4,"F","A",5,"01101    0    0    0"
"6665","1.69","0.8678986995",0,0,"0","STNWG",4,"F","D",4,"01101    0    0    0"
"6666","2.95","0.5256673511",0,0,"0","STNWG",3,"F","A",3,"01101    0    0    0"
"6667","1.84","0.4900752909",0,0,"0","HBACK",3,"M","C",4,"01101    0    0    0"
"6668","1.92","0.1916495551",0,0,"0","SEDAN",1,"F","A",5,"01101    0    0    0"
"6669","1.66","0.8815879535",0,0,"0","SEDAN",3,"F","E",5,"01101    0    0    0"
"6670","2.05","0.8815879535",0,0,"0","STNWG",3,"M","C",3,"01101    0    0    0"
"6671","1.53","0.8815879535",0,0,"0","UTE",3,"F","B",3,"01101    0    0    0"
"6672","1.22","0.1861738535",0,0,"0","STNWG",4,"F","C",5,"01101    0    0    0"
"6673","1.59","0.0027378508",0,0,"0","HBACK",1,"F","C",5,"01101    0    0    0"
"6674","1.99","0.8624229979",0,0,"0","STNWG",2,"F","B",5,"01101    0    0    0"
"6675","0.54","0.462696783",0,0,"0","SEDAN",4,"F","A",4,"01101    0    0    0"
"6676","0.99","0.8815879535",0,0,"0","UTE",3,"M","B",2,"01101    0    0    0"
"6677","0.93","0.8815879535",0,0,"0","SEDAN",3,"M","B",3,"01101    0    0    0"
"6678","1.51","0.3039014374",0,0,"0","SEDAN",3,"M","F",3,"01101    0    0    0"
"6679","3","0.5256673511",0,0,"0","STNWG",1,"M","C",5,"01101    0    0    0"
"6680","1.19","0.476386037",0,0,"0","SEDAN",3,"F","A",1,"01101    0    0    0"
"6681","0.96","0.052019165",0,0,"0","SEDAN",3,"F","B",2,"01101    0    0    0"
"6682","2.45","0.8815879535",0,0,"0","HDTOP",1,"F","B",2,"01101    0    0    0"
"6683","1.63","0.4845995893",0,0,"0","STNWG",4,"M","B",3,"01101    0    0    0"
"6684","2.88","0.2546201232",0,0,"0","STNWG",3,"F","A",2,"01101    0    0    0"
"6685","2.34","0.1314168378",0,0,"0","UTE",1,"M","B",4,"01101    0    0    0"
"6686","0.19","0.8213552361",0,0,"0","HBACK",4,"M","D",4,"01101    0    0    0"
"6687","2.57","0.0602327173",0,0,"0","MIBUS",3,"F","C",4,"01101    0    0    0"
"6688","2.12","0.8815879535",0,0,"0","STNWG",4,"F","C",4,"01101    0    0    0"
"6689","0.7","0.8815879535",0,0,"0","STNWG",4,"M","D",2,"01101    0    0    0"
"6690","3.77","0.8815879535",0,0,"0","UTE",1,"M","E",1,"01101    0    0    0"
"6691","0.43","0.8678986995",1,1,"200","HBACK",4,"F","D",2,"01101    0    0    0"
"6692","1.91","0.7912388775",0,0,"0","HBACK",2,"M","C",3,"01101    0    0    0"
"6693","1.96","0.8815879535",0,0,"0","STNWG",3,"F","B",3,"01101    0    0    0"
"6694","1.94","0.2135523614",0,0,"0","SEDAN",1,"M","C",5,"01101    0    0    0"
"6695","1.33","0.3915126626",0,0,"0","STNWG",4,"M","A",2,"01101    0    0    0"
"6696","2.28","0.4216290212",0,0,"0","SEDAN",3,"F","C",4,"01101    0    0    0"
"6697","1.41","0.1177275838",1,1,"1684.6199989","HBACK",2,"M","D",3,"01101    0    0    0"
"6698","4.592","0.4845995893",0,0,"0","UTE",1,"M","A",3,"01101    0    0    0"
"6699","1.49","0.8815879535",0,0,"0","SEDAN",3,"F","C",2,"01101    0    0    0"
"6700","2.25","0.205338809",1,1,"2958.7299957","SEDAN",1,"F","C",6,"01101    0    0    0"
"6701","1.399","0.9637234771",0,0,"0","HBACK",1,"F","C",2,"01101    0    0    0"
"6702","1.78","0.8815879535",0,0,"0","SEDAN",2,"F","C",6,"01101    0    0    0"
"6703","0.41","0.5256673511",0,0,"0","MIBUS",4,"M","B",3,"01101    0    0    0"
"6704","1.559","0.1232032854",0,0,"0","HBACK",1,"F","A",4,"01101    0    0    0"
"6705","2.69","0.5776865161",0,0,"0","STNWG",2,"M","D",4,"01101    0    0    0"
"6706","1.45","0.1177275838",0,0,"0","HBACK",3,"F","A",3,"01101    0    0    0"
"6707","1.82","0.8815879535",0,0,"0","STNWG",4,"M","C",2,"01101    0    0    0"
"6708","1.47","0.5256673511",1,1,"2031.079998","SEDAN",3,"F","A",1,"01101    0    0    0"
"6709","1.37","0.5256673511",0,0,"0","HBACK",1,"M","B",4,"01101    0    0    0"
"6710","1.74","0.4079397673",0,0,"0","STNWG",2,"F","D",2,"01101    0    0    0"
"6711","0.46","0.8815879535",0,0,"0","STNWG",4,"F","A",4,"01101    0    0    0"
"6712","0.92","0.1122518823",0,0,"0","HBACK",3,"F","E",2,"01101    0    0    0"
"6713","0.74","0.2135523614",0,0,"0","HBACK",4,"F","A",4,"01101    0    0    0"
"6714","1.05","0.4845995893",0,0,"0","HDTOP",4,"M","A",3,"01101    0    0    0"
"6715","2.92","0.9993155373",0,0,"0","STNWG",1,"F","A",4,"01101    0    0    0"
"6716","1.41","0.8815879535",0,0,"0","SEDAN",2,"M","D",5,"01101    0    0    0"
"6717","1.36","0.5256673511",0,0,"0","STNWG",4,"M","A",2,"01101    0    0    0"
"6718","2.34","0.4736481862",0,0,"0","SEDAN",2,"M","A",6,"01101    0    0    0"
"6719","1.05","0.8815879535",1,1,"200","HBACK",2,"F","C",4,"01101    0    0    0"
"6720","0.62","0.2135523614",0,0,"0","STNWG",4,"F","A",3,"01101    0    0    0"
"6721","0.68","0.1943874059",0,0,"0","HBACK",3,"F","C",3,"01101    0    0    0"
"6722","1.86","0.1916495551",0,0,"0","UTE",1,"F","C",6,"01101    0    0    0"
"6723","0.79","0.3066392882",0,0,"0","HBACK",3,"F","C",3,"01101    0    0    0"
"6724","3.68","0.2135523614",0,0,"0","STNWG",2,"F","B",5,"01101    0    0    0"
"6725","1.23","0.1998631075",0,0,"0","HBACK",2,"F","C",1,"01101    0    0    0"
"6726","2.03","0.810403833",0,0,"0","STNWG",2,"F","B",6,"01101    0    0    0"
"6727","2.71","0.501026694",1,1,"2262.3799973","STNWG",2,"M","D",3,"01101    0    0    0"
"6728","1","0.4818617385",0,0,"0","HBACK",3,"F","B",2,"01101    0    0    0"
"6729","1.37","0.1533196441",0,0,"0","SEDAN",3,"M","D",5,"01101    0    0    0"
"6730","0.77","0.052019165",1,1,"322.32999992","HBACK",4,"F","A",2,"01101    0    0    0"
"6731","1.4","0.8706365503",0,0,"0","SEDAN",3,"M","B",1,"01101    0    0    0"
"6732","3.13","0.2135523614",0,0,"0","STNWG",1,"M","A",3,"01101    0    0    0"
"6733","2.7","0.4216290212",0,0,"0","STNWG",3,"F","D",3,"01101    0    0    0"
"6734","1.17","0.8076659822",0,0,"0","STNWG",3,"M","A",1,"01101    0    0    0"
"6735","0.71","0.4845995893",0,0,"0","SEDAN",4,"F","D",1,"01101    0    0    0"
"6736","2.3","0.3942505133",0,0,"0","STNWG",3,"F","B",2,"01101    0    0    0"
"6737","2.19","0.8076659822",0,0,"0","TRUCK",4,"M","E",3,"01101    0    0    0"
"6738","0.82","0.8678986995",0,0,"0","SEDAN",4,"F","C",3,"01101    0    0    0"
"6739","0.37","0.5256673511",0,0,"0","HBACK",4,"F","A",3,"01101    0    0    0"
"6740","1.34","0.052019165",0,0,"0","HBACK",1,"M","C",2,"01101    0    0    0"
"6741","2","0.4845995893",0,0,"0","HBACK",1,"M","C",4,"01101    0    0    0"
"6742","1.52","0.6625598905",0,0,"0","UTE",3,"M","E",3,"01101    0    0    0"
"6743","0.84","0.2819986311",0,0,"0","HBACK",4,"F","C",5,"01101    0    0    0"
"6744","0.77","0.205338809",0,0,"0","HBACK",3,"F","B",6,"01101    0    0    0"
"6745","0.52","0.038329911",0,0,"0","SEDAN",4,"M","A",1,"01101    0    0    0"
"6746","0.43","0.9993155373",0,0,"0","MIBUS",4,"M","A",3,"01101    0    0    0"
"6747","1.7","0.5776865161",0,0,"0","HBACK",2,"M","A",6,"01101    0    0    0"
"6748","1.03","0.4845995893",0,0,"0","SEDAN",3,"F","D",4,"01101    0    0    0"
"6749","3.34","0.0492813142",0,0,"0","STNWG",2,"M","C",4,"01101    0    0    0"
"6750","1.23","0.5776865161",0,0,"0","HBACK",2,"F","C",1,"01101    0    0    0"
"6751","1.61","0.4736481862",0,0,"0","SEDAN",3,"F","B",3,"01101    0    0    0"
"6752","3.97","0.1916495551",0,0,"0","STNWG",2,"M","A",4,"01101    0    0    0"
"6753","1.64","0.4845995893",1,1,"3143.6499939","SEDAN",2,"F","E",3,"01101    0    0    0"
"6754","2.26","0.0136892539",0,0,"0","UTE",3,"F","D",4,"01101    0    0    0"
"6755","1.82","0.1971252567",0,0,"0","UTE",1,"M","E",5,"01101    0    0    0"
"6756","1.24","0.052019165",0,0,"0","HBACK",1,"F","A",2,"01101    0    0    0"
"6757","0.6","0.0027378508",0,0,"0","HBACK",4,"F","C",2,"01101    0    0    0"
"6758","3.47","0.3039014374",0,0,"0","STNWG",1,"M","D",4,"01101    0    0    0"
"6759","0.44","0.1095140315",1,1,"3679.0899963","SEDAN",4,"F","A",2,"01101    0    0    0"
"6760","1.5","0.514715948",1,1,"1691.3499985","HBACK",4,"M","A",3,"01101    0    0    0"
"6761","4.349","0.052019165",0,0,"0","UTE",1,"F","A",3,"01101    0    0    0"
"6762","0.29","0.0410677618",0,0,"0","HBACK",4,"F","C",2,"01101    0    0    0"
"6763","1.13","0.2108145106",0,0,"0","SEDAN",3,"F","A",3,"01101    0    0    0"
"6764","1.56","0.1916495551",0,0,"0","HBACK",1,"F","B",3,"01101    0    0    0"
"6765","2.19","0.1806981519",0,0,"0","SEDAN",2,"M","A",4,"01101    0    0    0"
"6766","1.44","0.4845995893",0,0,"0","HBACK",2,"F","A",3,"01101    0    0    0"
"6767","2.198","0.4134154689",0,0,"0","HBACK",1,"F","B",4,"01101    0    0    0"
"6768","1.55","0.0027378508",0,0,"0","HBACK",1,"F","F",1,"01101    0    0    0"
"6769","2.49","0.3011635866",0,0,"0","UTE",3,"F","E",3,"01101    0    0    0"
"6770","1.7","0.205338809",0,0,"0","SEDAN",2,"F","A",6,"01101    0    0    0"
"6771","1.96","0.205338809",0,0,"0","SEDAN",2,"M","A",2,"01101    0    0    0"
"6772","3.14","0.1834360027",0,0,"0","STNWG",3,"M","F",3,"01101    0    0    0"
"6773","2.63","0.5393566051",0,0,"0","MIBUS",3,"F","E",2,"01101    0    0    0"
"6774","3.14","0.2135523614",0,0,"0","HDTOP",2,"M","E",2,"01101    0    0    0"
"6775","1.73","0.4845995893",0,0,"0","HBACK",1,"M","B",4,"01101    0    0    0"
"6776","1.49","0.2135523614",0,0,"0","HBACK",1,"F","D",3,"01101    0    0    0"
"6777","2.06","0.3668720055",1,1,"16310.839966","STNWG",4,"M","B",6,"01101    0    0    0"
"6778","2.33","0.1314168378",0,0,"0","HBACK",1,"F","B",3,"01101    0    0    0"
"6779","0.78","0.3832991102",0,0,"0","SEDAN",3,"M","C",6,"01101    0    0    0"
"6780","2.15","0.7857631759",0,0,"0","HBACK",2,"F","A",3,"01101    0    0    0"
"6781","0.44","0.3832991102",0,0,"0","STNWG",4,"M","C",6,"01101    0    0    0"
"6782","3.94","0.3832991102",0,0,"0","STNWG",2,"M","E",5,"01101    0    0    0"
"6783","1.17","0.3832991102",0,0,"0","SEDAN",2,"M","A",6,"01101    0    0    0"
"6784","0.66","0.3832991102",0,0,"0","HBACK",4,"F","B",5,"01101    0    0    0"
"6785","1.61","0.8131416838",1,1,"703.0199995","HBACK",3,"M","C",6,"01101    0    0    0"
"6786","3.81","0.3832991102",0,0,"0","STNWG",2,"M","C",6,"01101    0    0    0"
"6787","1.65","0.6160164271",1,1,"407.79999971","SEDAN",3,"F","B",4,"01101    0    0    0"
"6788","1.18","0.3832991102",0,0,"0","SEDAN",3,"M","E",5,"01101    0    0    0"
"6789","3.55","0.681724846",0,0,"0","STNWG",2,"F","A",3,"01101    0    0    0"
"6790","1","0.3832991102",0,0,"0","SEDAN",3,"M","D",6,"01101    0    0    0"
"6791","1.44","0.052019165",0,0,"0","SEDAN",2,"M","B",2,"01101    0    0    0"
"6792","1.71","0.6160164271",0,0,"0","HBACK",3,"F","A",4,"01101    0    0    0"
"6793","1.19","0.1314168378",0,0,"0","HBACK",4,"F","D",2,"01101    0    0    0"
"6794","1.16","0.2135523614",0,0,"0","HDTOP",4,"F","F",2,"01101    0    0    0"
"6795","4.14","0.3832991102",0,0,"0","STNWG",2,"M","E",5,"01101    0    0    0"
"6796","1.85","0.5475701574",0,0,"0","HBACK",2,"M","A",3,"01101    0    0    0"
"6797","1.18","0.3832991102",0,0,"0","STNWG",4,"M","B",4,"01101    0    0    0"
"6798","2.34","0.3832991102",0,0,"0","SEDAN",1,"M","E",3,"01101    0    0    0"
"6799","1.73","0.3832991102",0,0,"0","STNWG",3,"F","A",4,"01101    0    0    0"
"6800","0.46","0.3832991102",0,0,"0","STNWG",4,"M","A",4,"01101    0    0    0"
"6801","1.11","0.6160164271",0,0,"0","SEDAN",4,"F","A",5,"01101    0    0    0"
"6802","2.74","0.205338809",0,0,"0","STNWG",1,"F","A",5,"01101    0    0    0"
